Date of Data,Recipient/Sub-Recipient Name,Recipient/Sub-Recipient Address,Recipient/Sub-Recipient City,Recipient/Sub-Recipient State Abbreviation,Recipient/Sub-Recipient ZIP Code,HAB Provider Type Description,Received Part A Funding Indicator,Part A Grantee Name,Part A Grant Number,Received Part B Funding Indicator,Part B Grantee Name,Part B Grant Number,Received Part C Funding Indicator,Part C Grantee Name,Part C Grant Number,Received Part D Funding Indicator,Part D Grantee Name,Part D Grant Number,Reporting Year,HHS Region Number,HHS Region Code,HHS Region Name,State Federal Information Processing Standard Code,State Name,State County FIPS Code,County FIPS,County or County Equivalent Name,County Description,County within 100 Kilometers of U.S. - Mexico Border Indicator,U.S. - Mexico Border 100 Kilometer Status Indicator,U.S. - Mexico Border County Indicator,Complete County Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,Congress Number Text,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,U.S. Congressional Representative Title,U.S. Representative Party Code,U.S. House of Representatives Member Website,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common County Name with State Abbreviation,Common HHS Region Code,Common HHS Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State FIPS Code Congressional District Number,Common State Name,Common Postal Code,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,RWHAP Funded Services
03/25/2024,"SUN RIVER HEALTH, INC.",1037 Main St,Peekskill,NY,10566-2913,Publicly funded community health center,Y,,H89HA00015 / H89HA00,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,H76HA00029 / H76HA31,Y,Albany Medical College,H12HA24855,2023,2,02,Region 2,36,New York,36119,119,Westchester,County            ,N,N,N,Westchester County,Charles E. Schumer,Kirsten E. Gillibrand,118,17,New York District 17,3617,Michael Lawler,Representative,R,https://lawler.house.gov,-73.91842696,41.29159623,"Peekskill, NY",New York District 17,118,"Westchester County, NY",02,Region 2,NY,36119,36,3617,New York,10566,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Health education/risk reduction; Outreach services
03/25/2024,NEW YORK CITY HEALTH & HOSPITALS CORP,125 Worth St,New York,NY,10013-4006,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,H76HA00034,Y,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,H12HA24878,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-74.00249644,40.71548413,"New York, NY",New York District 10,118,"New York County, NY",02,Region 2,NY,36061,36,3610,New York,10013,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Health education/risk reduction; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services; Ending the HIV Epidemic Services
03/25/2024,"SUFFOLK, COUNTY OF",3500 Sunrise Hwy,Great River,NY,11739-1001,,Y,,,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36103,103,Suffolk,County            ,N,N,N,Suffolk County,Charles E. Schumer,Kirsten E. Gillibrand,118,02,New York District 02,3602,Andrew R. Garbarino,Representative,R,https://garbarino.house.gov,-73.16630122,40.74754486,"Great River, NY",New York District 02,118,"Suffolk County, NY",02,Region 2,NY,36103,36,3602,New York,11739,07/18/2024,2024/07/18,
03/25/2024,"MED CENTRO, INC.",1034 Ave Hostos,Ponce,PR,00716,Publicly funded community health center,Y,,,Y,,,Y,,H76HA00037 / H76HA46,Y,,,2023,2,02,Region 2,72,Puerto Rico,72113,113,Ponce,Municipio         ,N,N,N,Ponce Municipio,Not Determined,Not Determined,118,98,Puerto Rico Resident Commissioner,7298,Jenniffer González-Colón,Resident Commissioner,R,Unknown,-66.61578099,17.991965,"Ponce, PR",Puerto Rico Resident Commissioner,118,"Ponce Municipio, PR",02,Region 2,PR,72113,72,7298,Puerto Rico,00716,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Medical transportation services; Outreach services
03/25/2024,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,450 Clarkson Ave,Brooklyn,NY,11203-2098,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",H76HA00041,Y,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",H12HA28851,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,09,New York District 09,3609,Yvette D. Clarke,Representative,D,https://clarke.house.gov/,-73.94507856,40.65537843,"Brooklyn, NY",New York District 09,118,"Kings County, NY",02,Region 2,NY,36047,36,3609,New York,11203,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Health education/risk reduction; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services; Ending the HIV Epidemic Services
03/25/2024,NEW YORK UNIVERSITY,550 1st Ave,New York,NY,10016-6497,Hospital or university-based clinic,Y,,,Y,,,Y,NEW YORK UNIVERSITY,H76HA00043,Y,NEW YORK UNIVERSITY,H12HA24879,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.97430274,40.74231142,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10016,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Outreach services; Psychosocial support services
03/25/2024,MONTEFIORE MEDICAL CENTER,111 E 210th St,Bronx,NY,10467,Hospital or university-based clinic,Y,,,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,MONTEFIORE MEDICAL CENTER,H76HA00045,Y,MONTEFIORE MEDICAL CENTER,H12HA24849,2023,2,02,Region 2,36,New York,36005,005,Bronx,County            ,N,N,N,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,118,15,New York District 15,3615,Ritchie Torres,Representative,D,https://ritchietorres.house.gov,-73.87989636,40.87987216,"Bronx, NY",New York District 15,118,"Bronx County, NY",02,Region 2,NY,36005,36,3615,New York,10467,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Ending the HIV Epidemic Services
03/25/2024,"PUERTO RICO COMMUNITY NETWORK FOR CLINICAL SERVICES, RESEARCH AND HEALTH ADVANCEMENT (PRCONCRA) INC.",1162 Calle Brumbaugh,San Juan,PR,00925,Other community-based service organization (CBO),Y,Municipio De San Juan,H89HA00009,Y,,,Y,"PUERTO RICO COMMUNITY NETWORK FOR CLINICAL SERVICES, RESEARCH AND HEALTH ADVANCEMENT (PRCONCRA) INC.",H76HA00047,Y,"PUERTO RICO COMMUNITY NETWORK FOR CLINICAL SERVICES, RESEARCH AND HEALTH ADVANCEMENT (PRCONCRA) INC.",H12HA24857,2023,2,02,Region 2,72,Puerto Rico,72127,127,San Juan,Municipio         ,N,N,N,San Juan Municipio,Not Determined,Not Determined,118,98,Puerto Rico Resident Commissioner,7298,Jenniffer González-Colón,Resident Commissioner,R,Unknown,-66.05218501,18.39674001,"San Juan, PR",Puerto Rico Resident Commissioner,118,"San Juan Municipio, PR",02,Region 2,PR,72127,72,7298,Puerto Rico,00925,07/18/2024,2024/07/18,Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Home health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Child care services; Health education/risk reduction; Medical transportation services; Outreach services; Other Professional Services; Ending the HIV Epidemic Services
03/25/2024,"COMMUNITY HEALTHCARE NETWORK, INC.",60 Madison Ave FL 5,New York,NY,10010-1600,Publicly funded community health center,Y,,,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,"Community Healthcare Network, Inc.",H76HA00049,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.98642289,40.74326545,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10010,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Ending the HIV Epidemic Services
03/25/2024,"CENTRO DE SALUD DE LARES, INC",9 PR-111,Utuado,PR,00641,Publicly funded community health center,Y,,,Y,,,Y,"CENTRO DE SALUD DE LARES, INC.",H76HA00052,Y,,,2023,2,02,Region 2,72,Puerto Rico,72141,141,Utuado,Municipio         ,N,N,N,Utuado Municipio,Not Determined,Not Determined,118,98,Puerto Rico Resident Commissioner,7298,Jenniffer González-Colón,Resident Commissioner,R,Unknown,-66.71030876,18.26735644,"Utuado, PR",Puerto Rico Resident Commissioner,118,"Utuado Municipio, PR",02,Region 2,PR,72141,72,7298,Puerto Rico,00641,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Emergency financial assistance; Medical transportation services
03/25/2024,NEWARK COMMUNITY HEALTH CENTERS INC,,,,,Publicly funded community health center,Y,"CITY OF NEWARK, NEW JERSEY",H89HA00003,Y,,,Y,"Newark Community Health Centers, Inc.",H76HA00054,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Outreach services
03/25/2024,JOS P ADDABBO HEALTH CENTER,6200 Beach Channel Dr,Arverne,NY,11692-1409,Other facility,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,THE ADDABBO JOSEPH P FAMILY HEALTH CENTER INC,H76HA00056,Y,,,2023,2,02,Region 2,36,New York,36081,081,Queens,County            ,N,N,N,Queens County,Charles E. Schumer,Kirsten E. Gillibrand,118,05,New York District 05,3605,Gregory W. Meeks,Representative,D,https://meeks.house.gov,-73.79166274,40.59332154,"Arverne, NY",New York District 05,118,"Queens County, NY",02,Region 2,NY,36081,36,3605,New York,11692,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Outreach services; Referral for health care/supportive services; Other Professional Services
03/25/2024,BRONXCARE HEALTH SYSTEM,1276 Fulton Ave,Bronx,NY,10456-3402,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,BronxCare Health System,H76HA00058,Y,MONTEFIORE MEDICAL CENTER,H12HA24849,2023,2,02,Region 2,36,New York,36005,005,Bronx,County            ,N,N,N,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,118,15,New York District 15,3615,Ritchie Torres,Representative,D,https://ritchietorres.house.gov,-73.90353433,40.83165677,"Bronx, NY",New York District 15,118,"Bronx County, NY",02,Region 2,NY,36005,36,3615,New York,10456,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Medical transportation services; Psychosocial support services
03/25/2024,ALBANY MEDICAL COLLEGE,47 New Scotland Ave,Albany,NY,12208-3412,Hospital or university-based clinic,Y,,,Y,,,Y,Albany Medical College,H76HA00060,Y,Albany Medical College,H12HA24855,2023,2,02,Region 2,36,New York,36001,001,Albany,County            ,N,N,N,Albany County,Charles E. Schumer,Kirsten E. Gillibrand,118,20,New York District 20,3620,Paul Tonko,Representative,D,https://tonko.house.gov/,-73.77466721,42.65281089,"Albany, NY",New York District 20,118,"Albany County, NY",02,Region 2,NY,36001,36,3620,New York,12208,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Health education/risk reduction; Medical transportation services; Psychosocial support services; Referral for health care/supportive services
03/25/2024,MORRIS HEIGHTS HEALTH CENTER INC,85 W Burnside Ave,Bronx,NY,10453,Publicly funded community health center,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,"Morris Heights Health Center, Inc.",H76HA00061,Y,,,2023,2,02,Region 2,36,New York,36005,005,Bronx,County            ,N,N,N,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.91035334,40.8547016,"Bronx, NY",New York District 13,118,"Bronx County, NY",02,Region 2,NY,36005,36,3613,New York,10453,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Mental health services; Medical case management (including treatment adherence); Psychosocial support services
03/25/2024,MUNICIPIO DE BAYAMON,,,,,Other facility,Y,Municipio De San Juan,H89HA00009,Y,,,Y,MUNICIPIO DE BAYAMON,H76HA00063,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical case management (including treatment adherence); Case management (non-medical)
03/25/2024,ST. JOSEPHS UNIVERSITY MEDICAL CENTER INC,703 Main St,Paterson,NJ,07503-2621,Hospital or university-based clinic,Y,"PATERSON, CITY OF (INC)",H89HA00026,Y,,,Y,St. Joseph's University Medical Center Inc,H76HA00064,Y,"Health, New Jersey Department of",H12HA24872,2023,2,02,Region 2,34,New Jersey,34031,031,Passaic,County            ,N,N,N,Passaic County,Robert Menendez,Cory A. Booker,118,09,New Jersey District 09,3409,"Bill Pascrell, Jr.",Representative,D,https://pascrell.house.gov/,-74.16647966,40.90220578,"Paterson, NJ",New Jersey District 09,118,"Passaic County, NJ",02,Region 2,NJ,34031,34,3409,New Jersey,07503,07/18/2024,2024/07/18,Quality management; Outpatient/ambulatory medical care; Oral health care; Hospice services; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Referral for health care/supportive services
03/25/2024,"NEOMED CENTER, INC",,,,,Publicly funded community health center,Y,,,Y,,,Y,"Neomed Center, Inc.",H76HA00067,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Medical transportation services; Outreach services
